type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-06-04 14:31:50,37.37659500,-121.91900167,2.30,-22.900,,0.411,232,22,32,20250604-073150,GPS Logger: 20250604-073150
T,2025-06-04 14:31:51,37.37659500,-121.91900167,2.20,-22.900,,0.393,263,22,32,,
T,2025-06-04 14:31:52,37.37660167,-121.91900833,2.20,-23.000,,0.325,271,21,32,,
T,2025-06-04 14:31:53,37.37660167,-121.91900833,2.20,-23.000,,0.307,93,21,32,,
T,2025-06-04 14:31:54,37.37660500,-121.91901000,2.20,-23.100,,0.000,,21,32,,
T,2025-06-04 14:31:55,37.37660667,-121.91901167,2.10,-23.100,,0.000,,21,32,,
T,2025-06-04 14:31:56,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:31:57,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:31:58,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:31:59,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:00,37.37660667,-121.91901333,2.10,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:01,37.37660667,-121.91901333,2.10,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:02,37.37660667,-121.91901333,2.10,-23.100,,0.000,,18,32,,
T,2025-06-04 14:32:03,37.37660667,-121.91901333,2.10,-23.100,,0.000,,18,32,,
T,2025-06-04 14:32:04,37.37660667,-121.91901333,2.10,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:05,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:06,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:07,37.37660667,-121.91901333,2.10,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:08,37.37660667,-121.91901333,2.10,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:09,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:10,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:11,37.37660667,-121.91901333,2.10,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:12,37.37660667,-121.91901333,2.20,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:13,37.37660667,-121.91901333,2.20,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:14,37.37660667,-121.91901333,2.20,-23.100,,0.000,,18,32,,
T,2025-06-04 14:32:15,37.37660667,-121.91901333,2.20,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:16,37.37660667,-121.91901333,2.20,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:17,37.37660667,-121.91901333,2.20,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:18,37.37660667,-121.91901333,2.20,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:19,37.37660667,-121.91901333,1.80,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:20,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:21,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:22,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:23,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:24,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:25,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:26,37.37660667,-121.91901333,1.70,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:27,37.37660667,-121.91901333,1.80,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:28,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:29,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:30,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:31,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:32,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:33,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:34,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:35,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:36,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:37,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:38,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:39,37.37660667,-121.91901333,1.50,-23.100,,0.000,,19,32,,
T,2025-06-04 14:32:40,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:41,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:32:42,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:43,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:44,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:45,37.37660667,-121.91901333,1.80,-23.100,,0.000,,23,32,,
T,2025-06-04 14:32:46,37.37660667,-121.91901333,1.90,-23.100,,0.000,,24,32,,
T,2025-06-04 14:32:47,37.37660667,-121.91901333,1.90,-23.100,,0.000,,23,32,,
T,2025-06-04 14:32:48,37.37660667,-121.91901333,1.70,-23.100,,0.000,,23,32,,
T,2025-06-04 14:32:49,37.37660667,-121.91901333,1.60,-23.100,,0.000,,23,32,,
T,2025-06-04 14:32:50,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:51,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:52,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:53,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:32:54,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:55,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:56,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:32:57,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:58,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:32:59,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:00,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:01,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:02,37.37660667,-121.91901333,1.60,-23.100,,0.000,,19,32,,
T,2025-06-04 14:33:03,37.37660667,-121.91901333,1.70,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:04,37.37660667,-121.91901333,1.80,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:05,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:06,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:07,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:08,37.37660667,-121.91901333,1.60,-23.100,,0.000,,24,32,,
T,2025-06-04 14:33:09,37.37660667,-121.91901333,1.60,-23.100,,0.000,,23,32,,
T,2025-06-04 14:33:10,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:11,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:12,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:13,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:14,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:15,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:16,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:17,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:18,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:19,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:20,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:21,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:22,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:23,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:24,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:25,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:26,37.37660667,-121.91901333,1.50,-23.100,,0.000,,19,32,,
T,2025-06-04 14:33:27,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:28,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:29,37.37660667,-121.91901333,1.70,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:30,37.37660667,-121.91901333,1.80,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:31,37.37660667,-121.91901333,1.90,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:32,37.37660667,-121.91901333,2.00,-23.100,,0.000,,21,32,,
T,2025-06-04 14:33:33,37.37660667,-121.91901333,2.00,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:34,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:33:35,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:36,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:37,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:38,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:39,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:40,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:41,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:42,37.37660667,-121.91901333,1.50,-23.100,,0.000,,19,32,,
T,2025-06-04 14:33:43,37.37660667,-121.91901333,1.50,-23.100,,0.000,,19,32,,
T,2025-06-04 14:33:44,37.37660667,-121.91901333,1.50,-23.100,,0.000,,19,32,,
T,2025-06-04 14:33:45,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:46,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:47,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:48,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:49,37.37660667,-121.91901333,1.50,-23.100,,0.000,,18,32,,
T,2025-06-04 14:33:50,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:51,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:52,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:53,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:54,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:55,37.37660667,-121.91901333,1.70,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:56,37.37660667,-121.91901333,1.80,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:57,37.37660667,-121.91901333,1.90,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:58,37.37660667,-121.91901333,1.90,-23.100,,0.000,,20,32,,
T,2025-06-04 14:33:59,37.37660667,-121.91901333,1.70,-23.100,,0.000,,19,32,,
T,2025-06-04 14:34:00,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:01,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:02,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:03,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:04,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:05,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:06,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:07,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:08,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:09,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:10,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:11,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:12,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:13,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:14,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:15,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:16,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:17,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:18,37.37660667,-121.91901333,1.50,-23.100,,0.000,,24,32,,
T,2025-06-04 14:34:19,37.37660667,-121.91901333,1.50,-23.100,,0.000,,24,32,,
T,2025-06-04 14:34:20,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:21,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:22,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:23,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:24,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:25,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:26,37.37660667,-121.91901333,1.50,-23.100,,0.000,,24,32,,
T,2025-06-04 14:34:27,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:28,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:29,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:30,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:31,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:32,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:33,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:34,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:35,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:36,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:37,37.37660667,-121.91901333,1.80,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:38,37.37660667,-121.91901333,1.90,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:39,37.37660667,-121.91901333,1.90,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:40,37.37660667,-121.91901333,2.00,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:41,37.37660667,-121.91901333,1.70,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:42,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:43,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:44,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:45,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:46,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:47,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,32,,
T,2025-06-04 14:34:48,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:49,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:50,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:51,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:52,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:53,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:34:54,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:55,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:56,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:57,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:34:58,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:34:59,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:35:00,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:01,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:02,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:03,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:04,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:05,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:06,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:07,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:08,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:09,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,32,,
T,2025-06-04 14:35:10,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:11,37.37660667,-121.91901333,1.60,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:12,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,32,,
T,2025-06-04 14:35:13,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:35:14,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:35:15,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:35:16,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,32,,
T,2025-06-04 14:35:17,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,32,,
T,2025-06-04 14:35:18,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
T,2025-06-04 14:35:19,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:20,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:21,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:22,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:23,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:24,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:25,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:26,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:27,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:28,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:29,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:30,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:31,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:32,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:33,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:34,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:35,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:36,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:37,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:35:38,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:35:39,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:40,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:41,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:42,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
T,2025-06-04 14:35:43,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:44,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:45,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:46,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:47,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:48,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:49,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:50,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:51,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:52,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:35:53,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:54,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
T,2025-06-04 14:35:55,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:56,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:57,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,33,,
T,2025-06-04 14:35:58,37.37660667,-121.91901333,1.70,-23.100,,0.000,,21,33,,
T,2025-06-04 14:35:59,37.37660667,-121.91901333,1.80,-23.100,,0.000,,23,33,,
T,2025-06-04 14:36:00,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:01,37.37660667,-121.91901333,1.90,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:02,37.37660667,-121.91901333,1.70,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:03,37.37660667,-121.91901333,1.60,-23.100,,0.000,,23,33,,
T,2025-06-04 14:36:04,37.37660667,-121.91901333,1.60,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:05,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:06,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
T,2025-06-04 14:36:07,37.37660667,-121.91901333,1.50,-23.100,,0.000,,23,33,,
T,2025-06-04 14:36:08,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:09,37.37660667,-121.91901333,1.70,-23.100,,0.000,,23,33,,
T,2025-06-04 14:36:10,37.37660667,-121.91901333,1.80,-23.100,,0.000,,23,33,,
T,2025-06-04 14:36:11,37.37660667,-121.91901333,1.90,-23.100,,0.000,,21,33,,
T,2025-06-04 14:36:12,37.37660667,-121.91901333,1.90,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:13,37.37660667,-121.91901333,2.00,-23.100,,0.000,,21,33,,
T,2025-06-04 14:36:14,37.37660667,-121.91901333,1.70,-23.100,,0.000,,21,33,,
T,2025-06-04 14:36:15,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:16,37.37660667,-121.91901333,1.60,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:17,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
T,2025-06-04 14:36:18,37.37660667,-121.91901333,1.50,-23.100,,0.000,,22,33,,
T,2025-06-04 14:36:19,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:20,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:21,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:22,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:23,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:24,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:25,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:26,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:27,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:28,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:29,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:30,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:31,37.37660667,-121.91901333,1.50,-23.100,,0.000,,20,33,,
T,2025-06-04 14:36:32,37.37660667,-121.91901333,1.50,-23.100,,0.000,,21,33,,
